Removed Pin From Net: NetName=GND Pin=C1-1
Removed Pin From Net: NetName=D+3.3V Pin=C1-2
Removed Pin From Net: NetName=D+3.3V Pin=L1-2
Removed Pin From Net: NetName=GND Pin=U5-1
Removed Pin From Net: NetName=D+12V Pin=U5-2
Removed Pin From Net: NetName=GND Pin=U5-6
Removed Pin From Net: NetName=D+3.3V Pin=U5-7
Removed Pin From Net: NetName=D+12V Pin=U5-9
Removed Pin From Net: NetName=D+12V Pin=U5-10
Removed Pin From Net: NetName=GND Pin=U5-11
Removed Member From Class: ClassName=MCU Member=C11
Removed Member From Class: ClassName=Designator Member=U5
Change Component Footprint: Designator=L1 Old Footprint=FP-IHLP-2525CZ-FP_2_413x3-MFG New Footprint=SRR1260_33uH
Change Footprint: Footprint Not Found CAPC1608X90X35LL15T15
Change Footprint: Footprint Not Found CAPC1608X90X35LL15T15
Change Footprint: Footprint Not Found CAPC1608X90X35LL15T15
Change Footprint: Footprint Not Found CAPC1608X90X35LL15T15
Change Footprint: Footprint Not Found CAPC1608X90X35LL15T15
Change Footprint: Footprint Not Found CAPC1608X90X35LL15T15
Change Footprint: Footprint Not Found CAPC1608X90X35LL15T15
Change Footprint: Footprint Not Found CAPC1608X90X35LL15T15
Change Footprint: Footprint Not Found CAPC1608X90X35LL15T15
Change Footprint: Footprint Not Found CAPC1608X90X35LL15T15
Change Footprint: Footprint Not Found CAPC1608X90X35LL15T15
Change Component Footprint: Designator=C13 Old Footprint=FP-RC1608-IPC_A New Footprint=FP-RAD-TH-D_10_0_5-L_20_2-MFG
Change Footprint: Footprint Not Found RESC1608X55X25LL10T15
Change Footprint: Footprint Not Found RESC1608X55X25LL10T15
Change Footprint: Footprint Not Found RESC1608X55X25LL10T15
Change Footprint: Footprint Not Found RESC1608X55X25LL10T15
Change Footprint: Footprint Not Found RESC1608X55X25LL10T15
Change Footprint: Footprint Not Found RESC1608X55X25LL10T15
Change Footprint: Footprint Not Found RESC1608X55X25LL10T15
Change Footprint: Footprint Not Found RESC1608X55X25LL10T15
Change Footprint: Footprint Not Found RESC1608X55X25LL10T15
Change Footprint: Footprint Not Found RESC1608X55X25LL10T15
Change Footprint: Footprint Not Found RESC2012X60N
Change Footprint: Footprint Not Found HDRV5W64P0X254_1X5_1270X254X854P
Change Component Comment : Designator=C2 Old Comment=1u New Comment=0.1u
Change Component Comment : Designator=C3 Old Comment=1u New Comment=0.1u
Change Component Comment : Designator=C4 Old Comment=1u New Comment=0.1u
Change Component Comment : Designator=C5 Old Comment=1u New Comment=0.1u
Change Component Comment : Designator=C13 Old Comment=220nF New Comment=EEUFM1E681
Change Component Comment : Designator=U1 Old Comment=ac New Comment=STM32F405RGT7
Change Component Comment : Designator=L1 Old Comment=IHLP2525CZER6R8M01 New Comment=L_33uH_4A_SRR1260
Change Component Designator: OldDesignator=C2 NewDesignator=C1
Change Component Designator: OldDesignator=C3 NewDesignator=C2
Change Component Designator: OldDesignator=C4 NewDesignator=C3
Change Component Designator: OldDesignator=C5 NewDesignator=C4
Change Component Designator: OldDesignator=C6 NewDesignator=C5
Change Component Designator: OldDesignator=C7 NewDesignator=C6
Change Component Designator: OldDesignator=C8 NewDesignator=C7
Change Component Designator: OldDesignator=C9 NewDesignator=C8
Change Component Designator: OldDesignator=C10 NewDesignator=C9
Change Component Designator: OldDesignator=C11 NewDesignator=C10
Change Designator: Unknown Component : C22_0
Change Designator: Unknown Component : C22_1
Change Designator: Unknown Component : C22_2
Change Designator: Unknown Component : C22_3
Change Designator: Unknown Component : C22_4
Change Designator: Unknown Component : C22_5
Change Component Designator: OldDesignator=J1_Designator1 NewDesignator=J1_Designator6
Change Component Designator: OldDesignator=J1_Designator2 NewDesignator=J1_Designator5
Change Component Designator: OldDesignator=J1_Designator3 NewDesignator=J1_Designator4
Change Component Designator: OldDesignator=J1_Designator4 NewDesignator=J1_Designator3
Change Component Designator: OldDesignator=J1_Designator5 NewDesignator=J1_Designator2
Change Component Designator: OldDesignator=J1_Designator6 NewDesignator=J1_Designator1
Change Managed Component Library Link : Designator=C13 Old VaultGUID= New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID= New ItemGUID=99FC581D-651A-4AF1-9641-184096D64124 Old RevisionGUID= New RevisionGUID=31088D27-9AD9-462A-AAD1-8261F034B175
Change Managed Component Library Link : Designator=L1 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID=DE9145F7-2AD4-40AA-AB9C-CDBC063FFC22 Old ItemGUID=42EA8D11-585F-48A5-ACD5-2A4C3DB5A629 New ItemGUID=bff78e96-79be-4b7b-afcd-b3867a183008 Old RevisionGUID=C064E35A-013E-4B09-A34D-8DBD14241286 New RevisionGUID=595d89b7-c50a-4e97-a7d0-8d4576659187
Change component parameters: Designator = "C13" ("C13"); Footprint = "FP-RC1608-IPC_A"; UniqueID = "\XWHURYMP\SOAUMZST" ("\XWHURYMP\SOAUMZST")
Change component parameters (AddParameter): Name = "Capacitance"; Value = "680uF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Case/Package"; Value = "Radial"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Construction"; Value = "RADIAL"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Diameter"; Value = "10mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Dielectric Material"; Value = "Aluminium"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Dissipation Factor"; Value = "0.14%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ESR (Equivalent Series Resistance)"; Value = "19mR"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height"; Value = "20mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height - Seated (Max)"; Value = "0.866inch"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Impedance"; Value = "19mR"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lead Diameter"; Value = "0.6mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lead Free"; Value = "Lead Free"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lead Pitch"; Value = "5mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Length"; Value = "20mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Life (Hours)"; Value = "5000Hour"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Max Operating Temperature"; Value = "105°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Min Operating Temperature"; Value = "-40°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mount"; Value = "Through Hole"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package Quantity"; Value = "200"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Packaging"; Value = "Bulk"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Polarity"; Value = "Polar"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Radiation Hardening"; Value = "No"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "REACH SVHC"; Value = "No SVHC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Ripple Current"; Value = "2.18A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "RoHS Compliant"; Value = "Yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Series"; Value = "FM"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Termination"; Value = "Radial"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = "20%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage"; Value = "25V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage Rating"; Value = "25V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage Rating (DC)"; Value = "25V"; VariantName = "[No Variations]"
Change component parameters: Designator = "L1" ("L1"); Footprint = "FP-IHLP-2525CZ-FP_2_413x3-MFG"; UniqueID = "\XWHURYMP\NMDZHMQD" ("\XWHURYMP\NMDZHMQD")
Change component parameters (AddParameter): Name = "Case/Package"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Current Rating"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Max Current Rating"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Max Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Min Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mounting Technology"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Pins"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "RoHS Compliant"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Self Resonant Frequency"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=C14(FP-CC0603-DA-MFG)
Add component (AddParameter): Name = "Automotive"; Value = "No"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Capacitance"; Value = "100 nF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Category"; Value = "Cap"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "http://www.yageo.com/documents/recent/UPY-GPHC_X7R_6.3V-to-50V_18.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L1"; Value = "Passive Components"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L2"; Value = "Capacitors"; VariantName = "[No Variations]"
